topic,topic1,contents,label
Company,Caledonian Maritime Assets, Caledonian Maritime Assets Limited (usually shortened to CMAL or CMAssets; Stòras Mara Cailleannach Earr in Scottish Gaelic) owns the ferries ports harbours and infrastructure for the ferry services serving the west coast of Scotland and the Firth of Clyde.CMAL is a wholly owned public corporation of the Scottish Government with Scottish Ministers as sole shareholders.,1
Company,Akaoni Studio, Akaoni Studio S.L. is a Spanish videogame developer and publishing company founded in 2009.It’s first success Zombie Panic in Wonderland has turned Akaoni into one of the first Spanishbusinesses to publish in Japan by making them number one in sales for WiiWare in the country.,1
Company,Tedeschi Food Shops, Tedeschi Food Shops is a chain of 189 convenience stores (as of March 2010) located primarily in Massachusetts with ten stores in New Hampshire two stores in Rhode Island and one store in Connecticut.,1
Company,Digital Federal Credit Union, Digital Federal Credit Union (DCU) is a credit union based in Marlborough Massachusetts. It has over 380000 members and is among the top 25 credit unions in the U.S.A. and the largest credit union headquartered in New England as measured by assets. DCU has over $4 Billion USD in assets.,1
Company,MicroPlace, MicroPlace is a US microfinance provider that focuses on retail investors. Started by Tracey Pettengill Turner in 2006 MicroPlace was bought out by eBay Inc that same year.MicroPlace provides everyday investors with the ability to make investments in the microfinance industry that have the potential to earn interest.,1
Company,Smurfit Kappa Group, The Smurfit Kappa Group is Europe's leading corrugated packaging company and one of the leading paper-based packaging companies in the world.,1
Company,Commerce National Bank, Commerce National Bank is an American commercial bank founded in 1991 with $600 million in assets. It is a subsidiary of First Merchants Corporation and is headquartered in Columbus Ohio and has a regional office in Cincinnati. Commerce provides a variety of banking services to small- and mid-sized businesses. Within its business-only niche Commerce National Bank is known for its specialty in health-care finance.,1
Company,Island Air Charters, Island Air Charters is a charter airline based in Tauranga New Zealand. The airline is owned by Paul Ensor and does charter services around the Bay of Plenty using Britten-Norman aircraft. The airline's license has been suspended following a crash on 28 December 2006. Nobody was injured in the crash.,1
Company,Redline Coaches, Redline Coaches is Tasmania's largest coach operator. It operates both route and charter services.,1
Company,Dupont Brewery, Dupont Brewery (in French: Brasserie Dupont) is a brewery located in Tourpes (Leuze-en-Hainaut) in the centre of West-Hainaut Belgium. The current brewery founded in 1950 is located on a working farm which dates back to 1759 and has significant brewing history. In the 1990s a bread bakery and cheese-making facility were added.Historically their best-selling beer was the Moinette Blonde.,1
Company,Cranberry Production, Cranberry Production GmbH is a German video game developer located in Hamburg. It is a subsidiary of dtp entertainment an independent video games publisher based in Hamburg.,1
Company,Odense Steel Shipyard, Odense Steel Shipyard (Danish: Odense Staalskibsværft) was a Danish shipbuilding company located in Odense. It was best known for building container ships for its parent group A.P. Moller – Maersk Group including the Mærsk E-class in 2006 which at the time were the biggest container ships in the world. The global financial crisis led to Maersk announcing its closure in 2009 and the last new ship was delivered in January 2012.,1
Company,Metronome Records, Metronome Records was a historical Swedish record label that was established in 1949 by Anders Burman Lars Burman and Börje Ekberg. Concentrating on Pop and Jazz it had big operations not only in Sweden but also in Denmark and Germany.The label had signed artists like Alice Babs Charlie Norman Sonya Hedenbratt Kalle Sändare Cornelis Vreeswijk Jailbird Singers Owe Thörnqvist Pugh Rogefeldt Ola Magnell Bernt Staf John Holm and many others.,1
Company,Matilda Bay Brewing Company, The Matilda Bay Brewing Company is an Australian brewery. It was the first new brewery opened in Australia since World War II and Australia's first craft brewery. Originating from small batches brewed for the Sail and Anchor hotel in 1984 their main brewery opened in 1989 in a prominent building on the Stirling Highway occupied by Ford Motor Company. The company was purchased by Carlton & United Breweries in the early 1990s (now part of SABMiller).,1
Company,EMTEC, EMTEC is part of the Dexxon Group headquartered in Gennevilliers France and markets consumer computer data storage products and other computer related consumables. Dexxon Group's North American subsidiary Dexxxon Digital Storage Inc. is located in Lewis Center Ohio. EMTEC evolved from BASF Magnetics producing magnetic tapes. Between 1998 and 2002 all of BASF's cassette lineup (Ferro Extra Chrome Extra and Chrome Super along with the budget tapes Sound 1 and Sound 2) were rebranded EMTEC.,1
Company,Sky Zone, Sky Zone is a chain of indoor family entertainment centers in the United States and Canada that features numerous connected trampolines. Visitors to Sky Zone can bounce and flip from one trampoline to another leap into pits filled with foam blocks and play a trampoline-based version of dodgeball. Since its launch in 2004 in the Las Vegas Valley Sky Zone has expanded to 17 states and one Canadian province with plans for locations in additional states and provinces.,1
Company,Philippine Amusement and Gaming Corporation, Philippine Amusement and Gaming Corporation (PAGCOR) is the Philippines 1st largest contributor of revenue after the Tax and Customs Authority. It is a government owned and controlled corporation first established in by Presidential Decree 1067-A and entered itself in a contract with Philippine Casino Operators Corporation (PCOC) in operating the floating casino in the Manila Bay in 1977.,1
